,ACG.L,ACG.R,AMYG.L,AMYG.R,ANG.L,ANG.R,CAU.L,CAU.R,CUN.L,CUN.R,FFG.L,FFG.R,HIP.L,HIP.R,IFGoperc.L,IFGoperc.R,IFGtriang.L,IFGtriang.R,INS.L,INS.R,IPL.L,IPL.R,MTG.L,MTG.R,ORBinf.L,ORBinf.R,ORBmid.L,ORBmid.R,ORBsup.L,ORBsup.R,ORBsupmed.L,ORBsupmed.R,PCG.L,PCG.R,PCUN.L,PCUN.R,PUT.L,PUT.R,ROL.L,ROL.R,SFGdor.L,SFGdor.R,SFGmed.L,SFGmed.R,SPG.L,SPG.R,STG.L,STG.R,THA.L,THA.R,response
40,0.084958129,0.078855303,0.08135977,0.122407311,0.112347663,0.052549129,-0.048313316,-0.005657523,-0.217728021,-0.232136616,-0.069002702,-0.087033578,-0.003422058,0.010961287,-0.010824307,-0.01606461,0.043447407,-0.029632631,0.040443435,-0.02799418,-0.012479623,0.043595719,-0.001813288,0.058598317,0.037916431,-0.012006287,-0.063858458,-0.104375078,-0.057145927,-0.079534115,0.096803201,0.06951399,-0.020848138,0.042802527,-0.021217968,-0.035340861,-0.102681631,-0.035792339,-0.138621874,-0.133563053,0.050760981,0.040529995,0.093815027,0.100348843,-0.049529246,-0.029653833,0.002691145,-0.041195519,-0.121222896,-0.115321915,1
41,0.00563654,0.074010575,0.086021296,0.040023738,-0.06140001,0.118215148,-0.021787447,0.005393613,-0.007294808,-0.000303504,0.129916914,0.111292878,0.042254162,0.037952023,0.177612049,0.030097302,0.088234508,-0.039518876,-0.051284375,-0.046780665,0.023319637,0.022108999,0.066835235,0.104832835,-0.008178707,-0.030063483,-0.198271631,-0.060644005,-0.052743736,-0.032827069,0.215248351,0.136116654,0.119807146,0.059981287,0.096730801,0.053519237,0.018860422,0.067505742,-0.074232299,-0.018694153,0.004312924,0.025544623,-0.001276108,0.060754998,0.113781316,0.103745102,0.152081615,0.134451217,0.13656298,0.079525907,1
42,0.091136887,0.024022759,0.044389931,-0.139317983,-0.108053548,-0.124017618,-0.077418247,-0.110293526,-0.033376879,-0.034967109,-0.043573251,-0.081977104,-0.05088547,0.017282567,-0.166594742,-0.187071918,-0.130337062,-0.093880629,-0.07979662,-0.113913502,-0.176415984,-0.172983947,-0.028450236,-0.029478436,-0.152612182,-0.093640187,-0.140666002,-0.235750937,-0.161399342,-0.181957755,0.010897265,-0.001784918,0.0206254,0.015962614,-0.142224142,-0.144502136,-0.14045399,-0.126262233,-0.13572814,-0.103937075,-0.049921529,-0.114019924,0.016390484,-0.01768945,-0.160946227,-0.182419411,-0.014690458,0.017431583,-0.03551503,-0.014020843,1
43,0.045139662,0.026385226,0.079591925,-0.00652181,-0.062181523,-0.042641327,-0.106626514,-0.14341887,-0.105439872,-0.116591938,0.012106385,0.021579252,-0.029113412,-0.065995604,-0.0661494,-0.110732472,-0.050961712,-0.072345994,0.017694547,-0.020161544,-0.067626301,-0.03173561,-0.024832919,0.018414833,-0.006432878,-0.035930776,-0.092083609,-0.096816246,-0.140507744,-0.112865183,0.014958967,0.022052607,-0.061098823,-0.061772484,-0.117984399,-0.092294858,-0.128720876,-0.068770825,0.020745611,0.040597029,-0.120486509,-0.124858124,-0.04349744,-0.019923935,-0.079062367,-0.098906576,0.058051292,0.007389393,-0.024178635,0.03481893,1
44,0.222396826,0.150560689,0.354836484,0.292272157,0.125080789,0.044099546,0.10093133,0.129095424,0.093007843,-0.018561989,0.245885947,0.169256688,0.168095458,0.146521973,0.185643816,0.108937605,0.104374878,0.073229199,0.094754541,0.096200543,0.008802288,0.020884245,0.139763462,0.194694376,0.127436485,0.091909117,0.045259548,-0.047591509,0.035644927,-0.0319927,0.180108498,0.192663408,0.119035121,0.095227644,0.052412342,0.07614303,0.11275246,0.057369432,0.118960454,0.12638986,0.106190017,0.031450772,0.254861288,0.12031867,-0.02747648,0.026289443,0.203316291,0.153693812,0.123231046,0.094681719,1
45,0.065570119,0.061466677,0.036631701,-0.002019479,0.141239476,0.120898109,0.133631372,0.069610805,0.069194831,0.047069216,0.171675063,0.200215053,0.071623748,0.046505086,0.095397555,0.121796692,0.115120628,0.133306454,-0.009931331,-0.050128128,0.036496656,0.000711029,0.078859495,0.173360941,0.092642391,0.101926346,0.13746403,0.071789834,0.154389852,0.103686268,0.17822048,0.122108965,0.192498838,0.187658367,0.095710776,0.147998778,0.11263691,0.088593652,0.061332876,0.044568945,0.086373284,0.085083779,0.122764109,0.073663305,0.036887333,0.021923318,0.042892766,0.1105053,0.045677984,0.04650901,1
46,0.064315374,0.024427225,-0.00170789,-0.050579404,-0.022982205,0.111392461,0.056459303,0.069734657,-0.097889663,-0.017086434,0.01478108,0.103735573,0.028635748,-0.018126192,0.036963724,0.075305124,-0.007425052,0.064169163,0.027795402,0.004513475,-0.010174688,0.022018602,0.080848406,0.072020705,-0.03943448,-0.063554975,-0.021834378,0.045939425,0.04780955,0.023737653,0.087663287,0.108514355,0.044662298,-0.042068826,-0.054105401,-0.014645284,0.035146452,0.015925336,-0.089082559,-0.031487983,-0.027333487,0.035207201,0.007458473,0.044004189,-0.003925202,-0.041661301,0.045885337,0.080642147,0.080362111,0.044610239,1
47,0.198793171,0.146186079,0.158845112,0.090662466,-0.10815349,0.079889273,-0.029887786,0.037357729,0.1572232,0.119181994,0.179571614,0.20002535,0.035969784,0.030748327,-0.032373926,-0.087216173,-0.060172059,-0.0974599,0.014479517,-0.048768579,-0.030962212,0.032823344,0.053662272,0.173021035,-0.027714492,0.027679326,-0.120799291,0.043455682,-0.053596016,0.01737937,0.204316489,0.247254368,0.045911767,0.095287856,0.024894901,0.036697316,0.017698301,0.050606251,0.031711178,-0.124888944,-0.044186987,0.01025256,-0.068138354,-0.003798418,-0.017510888,0.078488615,0.129798731,0.103456251,0.016795066,0.09045717,1
48,0.144435873,0.152527712,-0.102478611,0.084725839,-0.043616212,0.003010051,-0.013327604,-0.02688323,-0.077560932,-0.067999128,-0.086552523,-0.021152157,0.000218348,-0.022470644,-0.152280797,-0.043499012,-0.153499624,0.016430596,-0.113949734,-0.054914604,-0.18494467,-0.042221655,-0.045402611,0.079900786,-0.150579253,0.00609882,-0.087834496,-0.014212476,0.016963825,-0.018756756,0.24525033,0.180368496,0.082910292,0.05521696,-0.050791761,-0.060454066,-0.125007612,-0.001230399,-0.136542249,-0.037704697,-0.022247894,0.017447633,0.080192018,0.152902147,-0.203877953,-0.248214444,-0.03412277,-0.004246989,-0.112092604,0.001225414,1
49,0.180787756,0.124459786,0.070584753,0.082575675,0.06089593,0.034362747,0.034693701,0.06520867,0.103100764,0.087768619,0.137662502,0.101580074,0.116395497,0.08903855,-0.022183591,0.033554136,-0.013252922,0.053562752,-0.007990015,0.035090408,-0.042980517,-0.011379497,0.079460497,0.174939063,-0.019153168,0.103091545,0.029989193,0.094509548,0.069517888,-0.01658802,0.265379907,0.197496365,0.0831158,0.13397413,0.090093573,0.022695418,0.022014018,0.038402545,-0.037019427,0.023900283,0.084470479,0.072910076,0.119448053,0.109320933,0.053091043,-0.049333058,0.013383011,0.121283642,-0.026637919,0.014155027,1
50,0.183133713,0.137605597,0.260724392,0.027967867,0.027521229,0.055571829,0.042604817,0.083084916,0.02678815,0.051463775,0.200777728,0.166167638,0.123067159,0.116455127,0.090380366,0.066626592,0.054372371,0.072957944,0.034710937,0.06591678,-0.016102046,0.087320422,0.124150112,0.16727863,-0.014969106,0.123333529,-0.041027919,0.027600902,-0.05732072,0.012537706,0.264543573,0.176473223,0.168440257,0.064609286,0.051198868,0.03042925,0.095530966,0.082512394,0.050348849,0.079159289,0.042339423,0.090127895,0.042438879,0.112984405,-0.058518667,-0.022018182,0.148137286,0.155159356,0.015304231,0.055132707,1
51,0.203705839,0.179243376,0.11307319,0.172498248,0.143557352,0.074232601,0.006814749,-0.034381219,0.144791842,0.097569596,0.109858774,0.032119058,0.094192331,0.06316053,0.037013206,-0.01944289,-0.023983729,-0.011922386,0.051805992,0.026930443,-0.061572117,0.023777254,0.094685111,0.12611159,0.088221378,0.03450556,-0.065662108,-0.021522071,-0.025557697,0.063059497,0.295409704,0.209985426,0.308099451,0.290805873,0.065978883,0.117685835,0.047301523,0.000864016,0.04689595,0.205020291,0.090488817,0.054773154,0.201801661,0.168897925,0.039016036,-0.015642462,0.157152041,0.106041244,0.076547272,0.111905825,1
52,-0.010767484,-0.024119982,-0.006013076,-0.098754106,-0.051495449,-0.094477487,-0.084685057,-0.062768452,-0.07192388,-0.103163863,0.032303067,0.052057992,-0.064554039,-0.015547775,-0.033565809,-0.064641512,-0.014512898,-0.057010129,-0.029823429,-0.049370681,-0.086705695,-0.168057841,0.047106219,0.072236414,-0.061228424,-0.021562295,-0.021760039,-0.069513741,-0.056635968,-0.061923355,0.103476897,0.122051008,-0.042013073,-0.000590856,0.027090467,-0.035107197,-0.1114695,-0.046768308,-0.154488357,-0.144034695,-0.033339741,-0.000410042,-0.048062016,-0.014255935,-0.069102217,-0.072793557,0.00950583,0.034360493,-0.026955139,-0.011556237,1
53,0.035542483,8.75E-05,0.180712114,0.2815577,-0.009742632,-0.030245203,-0.012196054,0.007574472,-0.054261436,-0.017323789,-0.036922656,-0.038467731,0.061471134,0.056405116,-0.147340254,-0.160684668,-0.156436652,-0.131366762,-0.142316988,-0.07945124,-0.155820475,-0.060889741,-0.00121165,0.019256397,-0.078133349,-0.07548256,-0.136313553,-0.185480381,-0.078676471,-0.130038628,0.067586378,0.048157964,0.153142205,0.02584354,-0.030689951,-0.01165265,-0.127504814,-0.087580829,-0.082263126,-0.025641852,-0.071641757,-0.100900326,-0.04353207,-0.055286039,-0.143368049,0.010438414,-0.020012244,0.016860837,-0.044022316,-0.044586895,1
54,0.104542027,0.100103373,0.184178864,0.118789878,-0.095020963,0.009003201,0.143312679,0.093539259,0.072205146,0.094565692,0.18345633,0.156352664,-0.050511764,0.036398746,-0.101388687,0.002670415,-0.039783044,0.05582341,-0.007522756,0.126598735,-0.006848927,0.045355506,0.083313873,0.141212483,-0.090803639,0.064614202,-0.048905372,0.204883303,-0.063912796,0.098732494,0.075352922,0.096531747,0.035092918,0.064806545,0.060656536,0.061201429,0.11968355,0.148947469,0.094689469,0.212113055,0.007556623,0.030734116,0.069835608,0.073006672,0.13557083,0.127342199,0.127655402,0.172020991,0.055366214,0.061164823,1
55,0.010896977,-0.034245207,0.257937758,0.105074808,-0.133206021,-0.14195039,-0.13777606,-0.126726228,-0.136240779,-0.120969283,-0.105741398,-0.161827002,0.013582018,-0.030937052,-0.175377779,-0.172546101,-0.115690576,-0.1585936,-0.09346995,-0.186909092,-0.196171169,-0.274914964,-0.08837258,-0.044024787,-0.135556602,-0.080231574,-0.122217609,-0.148089091,-0.112208533,-0.103900791,0.136112744,0.013400412,-0.050480553,-0.152228871,-0.268712458,-0.272030592,-0.121351687,-0.070488837,-0.054162057,-0.08027817,-0.009858283,-0.087384778,-0.009873738,0.001264762,-0.313368865,-0.36613037,-0.181297744,-0.025133558,-0.205805425,-0.214457929,1
